               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.016121,           0.0082879,           0.0029159,             0.84575,             0.86016,              0.9464,             0.66207,            0.028389,           0.0047275,            0.023248,            0.006535,            0.006535,            0.006535
                  37,            0.016339,           0.0082694,           0.0033707,             0.88451,             0.90712,             0.97289,             0.67001,             0.02918,           0.0048979,            0.015613,            0.006436,            0.006436,            0.006436
                  38,            0.015627,           0.0082852,           0.0027615,             0.87193,             0.81569,             0.93706,             0.63984,            0.029798,           0.0048313,            0.034166,            0.006337,            0.006337,            0.006337
                  39,             0.01594,           0.0082194,           0.0040178,             0.89648,             0.87174,             0.95587,             0.67541,            0.028911,           0.0048041,            0.019958,            0.006238,            0.006238,            0.006238
                  40,            0.015718,           0.0082998,           0.0024452,             0.86633,             0.85434,             0.95737,             0.67595,            0.026612,           0.0048032,            0.031086,            0.006139,            0.006139,            0.006139
                  41,            0.015475,           0.0081595,            0.002319,             0.91525,             0.83835,             0.96288,             0.66911,            0.029012,           0.0047458,            0.021524,             0.00604,             0.00604,             0.00604
                  42,            0.015423,           0.0082494,           0.0024286,             0.86918,             0.87005,             0.95553,             0.66417,            0.027529,            0.004713,            0.022171,            0.005941,            0.005941,            0.005941
                  43,            0.015571,           0.0081607,           0.0022637,             0.88535,             0.84377,             0.94479,             0.64325,            0.028668,           0.0047081,            0.019347,            0.005842,            0.005842,            0.005842
                  44,            0.015179,           0.0079859,           0.0021419,             0.87021,             0.88393,             0.95058,             0.65693,            0.028649,           0.0046614,            0.028733,            0.005743,            0.005743,            0.005743
                  45,            0.015051,            0.007922,           0.0026361,              0.8805,             0.86908,             0.95624,             0.65693,            0.027772,           0.0046994,              0.0296,            0.005644,            0.005644,            0.005644
                  46,            0.014942,            0.007921,           0.0019201,             0.84364,             0.83025,             0.92017,             0.64778,            0.027224,           0.0046234,            0.036998,            0.005545,            0.005545,            0.005545
                  47,            0.015103,           0.0079758,           0.0024987,             0.87521,             0.86555,             0.95113,             0.65951,            0.028537,           0.0047032,            0.028802,            0.005446,            0.005446,            0.005446
                  48,            0.015004,           0.0078754,           0.0022829,             0.88224,             0.82643,             0.92941,             0.63943,            0.029591,            0.004811,            0.034896,            0.005347,            0.005347,            0.005347
                  49,            0.014409,           0.0078098,           0.0021353,             0.87793,             0.84458,             0.94845,             0.65244,            0.029512,           0.0047223,             0.03266,            0.005248,            0.005248,            0.005248
                  50,            0.014912,            0.007993,           0.0022629,             0.86549,             0.83259,             0.94642,             0.65815,            0.028406,            0.004651,            0.033124,            0.005149,            0.005149,            0.005149
                  51,            0.014963,           0.0079171,           0.0022145,             0.87803,             0.85424,             0.94045,             0.65025,            0.029226,           0.0047817,            0.029353,             0.00505,             0.00505,             0.00505
                  52,            0.015448,           0.0079736,           0.0020164,              0.8184,              0.8439,             0.93786,             0.65388,            0.029087,           0.0047167,            0.029803,            0.004951,            0.004951,            0.004951
                  53,             0.01469,           0.0078075,           0.0021511,             0.87897,             0.81458,              0.9366,             0.67357,             0.02691,           0.0046379,            0.032055,            0.004852,            0.004852,            0.004852
                  54,            0.014242,           0.0078974,            0.002081,             0.88948,             0.83563,             0.93738,             0.66821,            0.027003,           0.0047033,            0.028301,            0.004753,            0.004753,            0.004753
                  55,            0.014347,           0.0078062,           0.0022271,             0.84175,             0.88843,             0.93556,             0.65536,            0.028082,           0.0046363,            0.020592,            0.004654,            0.004654,            0.004654
                  56,            0.014703,           0.0078318,           0.0018124,             0.87838,             0.86715,             0.93604,             0.66098,            0.028725,           0.0046927,            0.023974,            0.004555,            0.004555,            0.004555
                  57,            0.014262,           0.0077256,           0.0014604,             0.88141,             0.84953,             0.94573,              0.6717,            0.027965,           0.0046892,            0.024762,            0.004456,            0.004456,            0.004456
                  58,            0.014305,           0.0078365,           0.0021833,              0.8841,             0.80341,             0.92107,              0.6424,            0.029018,           0.0047674,            0.032802,            0.004357,            0.004357,            0.004357
                  59,            0.014213,           0.0076902,           0.0018764,             0.89739,              0.8403,              0.9498,               0.667,            0.028869,            0.004682,            0.028868,            0.004258,            0.004258,            0.004258
                  60,            0.013989,           0.0077413,           0.0017857,             0.91018,             0.85653,              0.9534,             0.67383,            0.027834,           0.0046688,            0.024811,            0.004159,            0.004159,            0.004159
                  61,            0.014039,           0.0077154,           0.0020921,             0.88466,              0.8723,             0.95487,             0.67557,            0.028249,           0.0046544,            0.026451,             0.00406,             0.00406,             0.00406
                  62,            0.014243,           0.0077335,           0.0016732,             0.89483,             0.86674,             0.94977,             0.69059,            0.026733,           0.0046041,            0.030884,            0.003961,            0.003961,            0.003961
                  63,            0.013917,           0.0076398,            0.002151,             0.89921,             0.85272,              0.9535,              0.6864,            0.027415,           0.0045859,            0.024029,            0.003862,            0.003862,            0.003862
                  64,             0.01371,            0.007628,           0.0018505,             0.88591,             0.83647,             0.94718,             0.67758,            0.028204,           0.0046302,            0.027883,            0.003763,            0.003763,            0.003763
                  65,            0.013706,           0.0075806,           0.0016094,             0.89198,             0.84177,             0.95311,             0.68463,            0.027507,           0.0045897,            0.027433,            0.003664,            0.003664,            0.003664
                  66,            0.013911,           0.0075222,            0.001867,             0.90108,              0.8479,              0.9515,             0.68478,            0.027507,            0.004557,            0.027279,            0.003565,            0.003565,            0.003565
                  67,            0.013825,           0.0074883,           0.0014406,             0.88774,             0.85689,             0.93876,             0.67448,            0.027511,           0.0045996,            0.030601,            0.003466,            0.003466,            0.003466
                  68,            0.013885,           0.0075066,           0.0012111,             0.88153,             0.86276,             0.94515,             0.67727,             0.02781,           0.0046104,            0.029817,            0.003367,            0.003367,            0.003367
                  69,            0.013924,            0.007569,           0.0014652,             0.90024,             0.83542,             0.93913,             0.67057,            0.028221,           0.0046305,            0.033981,            0.003268,            0.003268,            0.003268
                  70,             0.01366,           0.0075703,           0.0016197,             0.88898,             0.85195,             0.93887,             0.67041,            0.028115,           0.0046328,             0.03532,            0.003169,            0.003169,            0.003169
                  71,            0.013521,           0.0074146,           0.0016102,             0.89537,             0.85851,             0.93855,             0.67051,            0.028218,           0.0046875,            0.033381,             0.00307,             0.00307,             0.00307
                  72,            0.013312,           0.0074163,            0.001239,              0.9001,             0.85145,             0.94613,             0.67928,             0.02781,           0.0046245,            0.035115,            0.002971,            0.002971,            0.002971
                  73,            0.013267,           0.0074263,           0.0013934,             0.88751,             0.85223,             0.94666,             0.67909,            0.028274,           0.0046457,            0.032969,            0.002872,            0.002872,            0.002872
                  74,            0.012854,           0.0073707,           0.0014022,             0.86974,             0.86043,             0.94716,             0.67543,            0.028318,           0.0046796,            0.031983,            0.002773,            0.002773,            0.002773
                  75,            0.013035,           0.0073663,           0.0011762,             0.89577,             0.83429,             0.94935,             0.67407,            0.028736,           0.0047117,            0.030427,            0.002674,            0.002674,            0.002674
                  76,            0.012861,           0.0073437,           0.0014522,             0.88915,             0.82596,             0.94407,             0.67297,            0.028057,           0.0046666,            0.031808,            0.002575,            0.002575,            0.002575
                  77,            0.012764,           0.0073738,           0.0013152,             0.88155,             0.82299,             0.93949,             0.67517,            0.027444,           0.0046495,            0.035708,            0.002476,            0.002476,            0.002476
                  78,            0.012617,           0.0072723,           0.0012579,             0.89236,             0.82054,             0.93963,             0.67404,            0.027755,           0.0046447,             0.03572,            0.002377,            0.002377,            0.002377
                  79,            0.012668,           0.0073078,           0.0011235,             0.88245,             0.82155,             0.93993,             0.67202,            0.027847,           0.0046658,            0.035142,            0.002278,            0.002278,            0.002278
                  80,            0.012407,           0.0072009,           0.0011955,              0.8823,             0.81967,             0.93865,             0.66892,             0.02805,           0.0046898,            0.035978,            0.002179,            0.002179,            0.002179
                  81,             0.01261,           0.0073247,           0.0012491,             0.87903,             0.81984,             0.94195,             0.66837,            0.028439,           0.0047336,            0.034243,             0.00208,             0.00208,             0.00208
                  82,            0.012558,           0.0072971,           0.0013304,             0.88401,             0.80941,             0.93759,             0.66549,            0.028483,           0.0047404,            0.036714,            0.001981,            0.001981,            0.001981
                  83,            0.012379,           0.0071454,          0.00093053,             0.88182,             0.80221,             0.93229,             0.66245,            0.028416,           0.0047603,            0.038645,            0.001882,            0.001882,            0.001882
                  84,            0.012354,           0.0072279,           0.0014954,             0.88733,             0.80582,             0.93162,             0.66323,            0.028241,           0.0047512,            0.038256,            0.001783,            0.001783,            0.001783
                  85,            0.012195,           0.0071782,           0.0010255,             0.88849,             0.81572,              0.9377,             0.66873,            0.028227,           0.0047499,            0.037434,            0.001684,            0.001684,            0.001684
                  86,            0.012589,           0.0072026,           0.0010563,             0.88927,             0.81311,             0.93768,              0.6684,            0.028313,           0.0047543,            0.037012,            0.001585,            0.001585,            0.001585
                  87,            0.012142,           0.0070822,            0.001362,             0.89168,              0.8052,             0.93815,               0.666,            0.028494,            0.004744,            0.036601,            0.001486,            0.001486,            0.001486
                  88,            0.012085,           0.0072253,           0.0011477,             0.89247,              0.8045,             0.93427,             0.66376,            0.028663,           0.0047547,            0.035989,            0.001387,            0.001387,            0.001387
                  89,            0.012122,           0.0070513,            0.001047,             0.89187,             0.81014,             0.93366,             0.66409,            0.028586,            0.004758,            0.034504,            0.001288,            0.001288,            0.001288
                  90,            0.011942,           0.0070367,          0.00094985,             0.88483,             0.81124,             0.93176,               0.662,            0.028666,           0.0047662,            0.034012,            0.001189,            0.001189,            0.001189
                  91,            0.012176,           0.0070059,          0.00094316,             0.88191,             0.81494,             0.93289,             0.66233,            0.028558,           0.0047677,            0.033625,             0.00109,             0.00109,             0.00109
                  92,            0.011901,           0.0070264,          0.00088301,             0.88135,             0.81316,             0.93319,              0.6626,            0.028618,           0.0047791,            0.033924,            0.000991,            0.000991,            0.000991
                  93,            0.011668,            0.006999,          0.00086138,             0.87114,             0.81476,             0.93056,             0.65879,            0.028754,           0.0047949,            0.036069,            0.000892,            0.000892,            0.000892
                  94,            0.011573,           0.0069874,          0.00074471,             0.86971,             0.81359,             0.92779,              0.6558,            0.028998,           0.0048107,            0.037226,            0.000793,            0.000793,            0.000793
                  95,            0.011315,           0.0069826,          0.00076226,              0.8684,             0.81301,             0.92569,             0.65321,            0.029139,           0.0048169,            0.037381,            0.000694,            0.000694,            0.000694
                  96,            0.011674,           0.0070009,          0.00079819,             0.86763,             0.81022,             0.92305,              0.6512,            0.029213,           0.0048222,            0.037952,            0.000595,            0.000595,            0.000595
                  97,            0.011525,           0.0070383,            0.001014,             0.86877,             0.80645,             0.92043,             0.64995,            0.029214,             0.00482,            0.038777,            0.000496,            0.000496,            0.000496
                  98,            0.011358,           0.0069829,          0.00092274,             0.87111,             0.80557,             0.91992,             0.64934,            0.029194,           0.0048236,            0.038767,            0.000397,            0.000397,            0.000397
                  99,            0.011313,            0.006956,          0.00080243,             0.86917,             0.80467,             0.91873,             0.64917,            0.029161,            0.004822,            0.039226,            0.000298,            0.000298,            0.000298
