               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.014339,           0.0077102,           0.0021149,             0.91324,             0.82092,             0.96109,             0.67751,            0.028295,           0.0045429,            0.029115,            0.004951,            0.004951,            0.004951
                 155,            0.014746,             0.00777,           0.0019256,             0.91347,             0.82037,             0.96114,             0.67791,            0.028279,           0.0045413,            0.029131,            0.004918,            0.004918,            0.004918
                 156,            0.014481,           0.0077519,           0.0017786,             0.91389,             0.82033,             0.96133,             0.67855,            0.028259,           0.0045406,            0.029101,            0.004885,            0.004885,            0.004885
                 157,            0.014492,           0.0077198,           0.0015536,             0.91399,             0.82049,             0.95994,             0.67869,            0.028266,           0.0045394,             0.02914,            0.004852,            0.004852,            0.004852
                 158,            0.014311,             0.00774,           0.0018244,             0.91366,             0.82083,             0.95996,             0.67856,            0.028252,            0.004538,            0.029147,            0.004819,            0.004819,            0.004819
                 159,            0.014254,           0.0078538,           0.0015043,             0.91286,             0.82069,             0.96013,             0.67926,            0.028221,           0.0045355,            0.029134,            0.004786,            0.004786,            0.004786
                 160,             0.01414,           0.0078167,           0.0017408,             0.91284,             0.82123,             0.96002,             0.68002,            0.028209,           0.0045339,            0.029124,            0.004753,            0.004753,            0.004753
                 161,            0.014525,           0.0076127,           0.0014927,             0.91284,             0.82057,             0.95974,             0.68004,            0.028214,           0.0045337,            0.029158,             0.00472,             0.00472,             0.00472
                 162,            0.014394,           0.0076877,           0.0019929,             0.91328,             0.82107,             0.95972,             0.68002,            0.028211,           0.0045331,            0.029162,            0.004687,            0.004687,            0.004687
                 163,            0.014026,            0.007666,           0.0016232,             0.91123,             0.82137,             0.95975,             0.67994,            0.028227,           0.0045332,            0.029179,            0.004654,            0.004654,            0.004654
                 164,            0.014341,            0.007641,            0.001959,             0.90961,             0.82221,              0.9611,             0.67964,            0.028231,           0.0045332,            0.029233,            0.004621,            0.004621,            0.004621
                 165,            0.014389,           0.0077524,           0.0017871,             0.90944,             0.82197,             0.96106,             0.67991,            0.028229,           0.0045338,            0.029304,            0.004588,            0.004588,            0.004588
                 166,             0.01405,           0.0075999,           0.0016822,             0.90854,             0.82172,             0.96095,             0.67994,            0.028231,            0.004535,            0.029414,            0.004555,            0.004555,            0.004555
                 167,             0.01391,           0.0076808,           0.0016359,             0.90767,             0.82145,             0.96111,                0.68,            0.028236,           0.0045358,            0.029474,            0.004522,            0.004522,            0.004522
                 168,            0.014006,           0.0077853,           0.0020775,             0.90836,              0.8211,             0.96094,             0.67899,            0.028243,           0.0045363,            0.029558,            0.004489,            0.004489,            0.004489
                 169,               0.014,           0.0076377,           0.0014241,             0.90809,             0.82145,             0.96111,             0.67908,             0.02824,           0.0045369,            0.029549,            0.004456,            0.004456,            0.004456
                 170,            0.014084,           0.0076769,            0.001697,             0.90767,             0.82139,             0.96115,             0.67923,             0.02825,           0.0045375,            0.029626,            0.004423,            0.004423,            0.004423
                 171,            0.014215,           0.0076686,           0.0015805,             0.90967,             0.82032,             0.95994,             0.67902,            0.028257,           0.0045367,            0.029661,             0.00439,             0.00439,             0.00439
                 172,            0.014324,           0.0076657,           0.0016947,             0.91011,             0.82028,             0.95994,             0.67936,            0.028253,           0.0045365,            0.029701,            0.004357,            0.004357,            0.004357
                 173,             0.01441,           0.0076733,           0.0016829,             0.91063,             0.82028,             0.96002,             0.67968,            0.028258,           0.0045369,            0.029688,            0.004324,            0.004324,            0.004324
                 174,            0.014148,           0.0076502,           0.0015218,             0.91024,             0.81928,             0.96006,             0.67968,            0.028265,           0.0045373,            0.029731,            0.004291,            0.004291,            0.004291
                 175,            0.013768,           0.0076756,           0.0017823,             0.91054,             0.81921,             0.96013,             0.68013,             0.02825,           0.0045373,            0.029789,            0.004258,            0.004258,            0.004258
                 176,            0.013923,           0.0076226,           0.0016792,             0.91145,             0.81874,             0.96023,             0.68001,            0.028225,           0.0045365,            0.029782,            0.004225,            0.004225,            0.004225
                 177,            0.014173,           0.0075325,           0.0019205,             0.91216,              0.8203,             0.96038,              0.6803,            0.028212,           0.0045358,            0.029824,            0.004192,            0.004192,            0.004192
                 178,            0.013641,           0.0074783,           0.0014792,             0.91148,             0.82034,             0.96052,             0.68084,            0.028191,           0.0045346,            0.029898,            0.004159,            0.004159,            0.004159
                 179,            0.013515,            0.007621,            0.001109,             0.91259,             0.82057,             0.96222,             0.68128,            0.028176,            0.004535,            0.029967,            0.004126,            0.004126,            0.004126
                 180,            0.013884,             0.00757,           0.0014696,             0.91082,             0.82081,              0.9622,             0.68102,             0.02818,           0.0045352,            0.030038,            0.004093,            0.004093,            0.004093
                 181,            0.013961,           0.0076992,           0.0011133,             0.91161,             0.82046,             0.96218,             0.68132,            0.028175,           0.0045352,            0.030144,             0.00406,             0.00406,             0.00406
                 182,            0.013499,           0.0075911,           0.0015166,             0.91113,             0.82061,             0.96239,             0.68196,            0.028158,           0.0045347,            0.030165,            0.004027,            0.004027,            0.004027
                 183,            0.014057,           0.0075324,           0.0017837,             0.91179,             0.81978,             0.96254,             0.68249,            0.028153,           0.0045344,            0.030174,            0.003994,            0.003994,            0.003994
                 184,            0.013936,           0.0075197,            0.001538,             0.91209,             0.82041,             0.96285,             0.68255,            0.028133,           0.0045338,            0.030172,            0.003961,            0.003961,            0.003961
                 185,            0.013744,           0.0075435,           0.0017658,             0.90978,             0.82064,             0.96462,             0.68338,            0.028124,           0.0045343,            0.030122,            0.003928,            0.003928,            0.003928
                 186,            0.014253,           0.0076118,           0.0014385,             0.90891,             0.82077,             0.96475,             0.68381,            0.028115,           0.0045349,            0.030088,            0.003895,            0.003895,            0.003895
                 187,            0.013496,           0.0074678,           0.0013655,             0.90926,             0.82063,             0.96478,             0.68386,            0.028119,            0.004535,            0.030101,            0.003862,            0.003862,            0.003862
                 188,            0.013795,           0.0076654,           0.0016134,             0.90873,             0.82078,             0.96476,             0.68389,            0.028129,           0.0045342,            0.030114,            0.003829,            0.003829,            0.003829
                 189,            0.013624,           0.0075137,            0.001545,             0.90904,             0.82092,             0.96467,             0.68436,            0.028134,           0.0045344,             0.03017,            0.003796,            0.003796,            0.003796
                 190,            0.013408,           0.0076655,           0.0013762,             0.90785,             0.82037,             0.96463,              0.6838,            0.028155,           0.0045348,            0.030142,            0.003763,            0.003763,            0.003763
                 191,            0.014001,           0.0073882,           0.0016728,             0.90551,             0.82075,             0.96464,             0.68399,            0.028161,           0.0045349,            0.030109,             0.00373,             0.00373,             0.00373
                 192,            0.013568,           0.0075045,           0.0013283,               0.905,             0.82057,             0.96478,             0.68511,            0.028159,           0.0045348,            0.030155,            0.003697,            0.003697,            0.003697
                 193,            0.013587,           0.0075221,           0.0016581,             0.90467,             0.82077,             0.96349,             0.68497,            0.028164,           0.0045347,            0.030149,            0.003664,            0.003664,            0.003664
                 194,            0.013521,           0.0074876,           0.0014908,             0.90364,             0.82173,             0.96342,             0.68436,            0.028186,            0.004535,            0.030201,            0.003631,            0.003631,            0.003631
                 195,            0.013753,           0.0075732,           0.0013204,             0.90083,             0.82327,             0.96353,             0.68463,            0.028189,           0.0045333,            0.030195,            0.003598,            0.003598,            0.003598
                 196,            0.013398,           0.0073452,           0.0011778,             0.90025,             0.82357,             0.96512,             0.68454,            0.028176,           0.0045336,            0.030246,            0.003565,            0.003565,            0.003565
                 197,            0.013644,            0.007483,          0.00095942,              0.9006,             0.82414,             0.96518,             0.68498,            0.028166,           0.0045334,            0.030289,            0.003532,            0.003532,            0.003532
                 198,            0.013643,           0.0075027,           0.0011285,             0.89897,             0.82637,             0.96514,             0.68483,            0.028164,           0.0045341,            0.030358,            0.003499,            0.003499,            0.003499
                 199,            0.013777,           0.0074457,           0.0014242,             0.89818,             0.82747,             0.96514,             0.68476,            0.028174,           0.0045345,            0.030389,            0.003466,            0.003466,            0.003466
                 200,            0.013387,           0.0074722,           0.0010169,              0.8967,              0.8281,              0.9652,             0.68511,            0.028185,           0.0045346,              0.0304,            0.003433,            0.003433,            0.003433
                 201,            0.013551,           0.0075075,           0.0017691,             0.89634,             0.82829,             0.96519,             0.68481,            0.028189,           0.0045347,            0.030437,              0.0034,              0.0034,              0.0034
                 202,            0.013071,           0.0074231,           0.0013363,             0.89611,             0.82821,             0.96501,             0.68484,            0.028204,           0.0045349,            0.030437,            0.003367,            0.003367,            0.003367
                 203,            0.013343,           0.0073579,           0.0012389,             0.89638,             0.82796,             0.96489,             0.68509,             0.02821,            0.004535,            0.030453,            0.003334,            0.003334,            0.003334
                 204,            0.013388,           0.0074012,           0.0014758,             0.89626,             0.82754,             0.96474,             0.68495,            0.028216,           0.0045353,            0.030497,            0.003301,            0.003301,            0.003301
                 205,             0.01355,           0.0074107,           0.0012053,             0.89472,             0.82776,             0.96453,             0.68514,            0.028232,           0.0045363,            0.030549,            0.003268,            0.003268,            0.003268
                 206,              0.0134,           0.0074607,           0.0010855,             0.89326,             0.82769,             0.96429,             0.68447,            0.028238,           0.0045368,            0.030579,            0.003235,            0.003235,            0.003235
                 207,            0.013271,           0.0073581,           0.0013636,             0.89241,             0.82769,             0.96391,             0.68479,            0.028247,           0.0045373,            0.030632,            0.003202,            0.003202,            0.003202
                 208,            0.012987,            0.007253,           0.0010839,             0.89177,             0.82936,             0.96369,             0.68492,            0.028247,           0.0045377,            0.030703,            0.003169,            0.003169,            0.003169
                 209,             0.01307,           0.0074603,           0.0010233,             0.89109,             0.82933,             0.96357,             0.68469,            0.028239,            0.004538,            0.030761,            0.003136,            0.003136,            0.003136
